[2026-05-06 11:15:03] IP: 105.111.52.130 | Action: LOGIN_FAILED | Details: Invalid password attempt from IP: 105.111.52.130
[2026-05-23 03:12:09] IP: 170.231.133.4 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-23 03:13:19] IP: 170.231.133.4 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-23 03:13:19] IP: 170.231.133.4 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-23 03:15:36] IP: 170.231.133.4 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-23 03:15:36] IP: 170.231.133.4 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-23 03:19:53] IP: 170.231.133.4 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-23 03:19:53] IP: 170.231.133.4 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-23 04:07:45] IP: 2401:4900:b794:2881:c03e:60d9:34eb:2785 | Action: API_REQUEST | Details: Key: gurufr***
[2026-05-23 04:07:45] IP: 2401:4900:b794:2881:c03e:60d9:34eb:2785 | Action: API_SUCCESS | Details: Key: gurufr***
[2026-05-23 09:05:51] IP: 170.231.133.4 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-23 09:05:51] IP: 170.231.133.4 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-23 09:07:31] IP: 170.231.133.4 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-23 09:07:31] IP: 170.231.133.4 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-23 10:10:28] IP: 170.231.133.4 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-23 10:10:28] IP: 170.231.133.4 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-23 10:53:50] IP: 2804:3e04:43a:9e00:39bf:37fd:924c:47cc | Action: LOGIN_SUCCESS | Details: Admin logged in from IP: 2804:3e04:43a:9e00:39bf:37fd:924c:47cc
[2026-05-23 11:01:27] IP: 2401:4900:b781:d0eb:2a65:8338:f339:a208 | Action: API_REQUEST | Details: Key: gurufr***
[2026-05-23 11:01:27] IP: 2401:4900:b781:d0eb:2a65:8338:f339:a208 | Action: API_SUCCESS | Details: Key: gurufr***
[2026-05-23 11:01:58] IP: 2401:4900:b781:d0eb:2a65:8338:f339:a208 | Action: API_REQUEST | Details: Key: gurufr***
[2026-05-23 11:01:58] IP: 2401:4900:b781:d0eb:2a65:8338:f339:a208 | Action: API_SUCCESS | Details: Key: gurufr***
[2026-05-23 14:29:15] IP: 182.48.76.82 | Action: LOGIN_FAILED | Details: Invalid password attempt from IP: 182.48.76.82
[2026-05-23 14:29:24] IP: 182.48.76.82 | Action: LOGIN_FAILED | Details: Invalid password attempt from IP: 182.48.76.82
[2026-05-23 14:29:39] IP: 182.48.76.82 | Action: LOGIN_FAILED | Details: Invalid password attempt from IP: 182.48.76.82
[2026-05-23 14:34:50] IP: 182.48.76.82 | Action: LOGIN_FAILED | Details: Invalid password attempt from IP: 182.48.76.82
[2026-05-23 16:22:41] IP: 2401:4900:3a2d:1f1f:10b7:8cbb:18e0:46de | Action: API_REQUEST | Details: Key: gurufr***
[2026-05-23 16:22:41] IP: 2401:4900:3a2d:1f1f:10b7:8cbb:18e0:46de | Action: API_SUCCESS | Details: Key: gurufr***
[2026-05-23 16:49:44] IP: 2401:4900:3a2d:1f1f:10b7:8cbb:18e0:46de | Action: API_REQUEST | Details: Key: gurufr***
[2026-05-23 16:49:44] IP: 2401:4900:3a2d:1f1f:10b7:8cbb:18e0:46de | Action: API_SUCCESS | Details: Key: gurufr***
[2026-05-24 03:10:32] IP: 2804:c2c:cf07:f577:3ec3:7e50:8f54:4138 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 03:10:32] IP: 2804:c2c:cf07:f577:3ec3:7e50:8f54:4138 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 03:11:38] IP: 2804:c2c:cf07:f577:3ec3:7e50:8f54:4138 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 03:11:38] IP: 2804:c2c:cf07:f577:3ec3:7e50:8f54:4138 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 03:14:42] IP: 177.87.165.160 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 03:14:42] IP: 177.87.165.160 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 03:17:57] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 03:17:57] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 03:20:45] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 03:20:45] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 03:22:58] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 03:22:58] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 03:23:34] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 03:23:34] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 03:26:34] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 03:26:34] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 03:27:47] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 03:27:47] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 03:29:19] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 03:29:19] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 03:31:09] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 03:31:09] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 03:41:25] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 03:41:25] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 03:43:24] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 03:43:24] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 03:47:51] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 03:47:51] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 06:44:33] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 06:44:33] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 06:46:40] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 06:46:40] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 06:47:41] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 06:47:41] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 06:49:08] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 06:49:08] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 10:10:43] IP: 2402:800:63f1:c668:ff13:832e:a717:63af | Action: LOGIN_FAILED | Details: Invalid password attempt from IP: 2402:800:63f1:c668:ff13:832e:a717:63af
[2026-05-24 10:11:00] IP: 2402:800:63f1:c668:ff13:832e:a717:63af | Action: LOGIN_FAILED | Details: Invalid password attempt from IP: 2402:800:63f1:c668:ff13:832e:a717:63af
[2026-05-24 14:57:29] IP: 103.154.150.149 | Action: API_REQUEST | Details: Key: tanhiosv***
[2026-05-24 14:57:29] IP: 103.154.150.149 | Action: API_FAILED | Details: Invalid key: tanhiosv***
[2026-05-24 14:57:41] IP: 103.154.150.149 | Action: API_REQUEST | Details: Key: tanhiosv***
[2026-05-24 14:57:41] IP: 103.154.150.149 | Action: API_FAILED | Details: Invalid key: tanhiosv***
[2026-05-24 16:45:57] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 16:45:57] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 16:46:58] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 16:46:58] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-24 22:15:40] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-24 22:15:40] IP: 2804:c2c:cf07:f577:5f43:607f:1ade:20dd | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-25 00:02:51] IP: 2804:3e04:43a:9e00:700a:c237:9498:fc93 | Action: LOGIN_SUCCESS | Details: Admin logged in from IP: 2804:3e04:43a:9e00:700a:c237:9498:fc93
[2026-05-25 11:57:17] IP: 2804:3e04:43a:9e00:8c9f:f409:f56a:2f0d | Action: LOGIN_SUCCESS | Details: Admin logged in from IP: 2804:3e04:43a:9e00:8c9f:f409:f56a:2f0d
[2026-05-25 11:57:47] IP: 2804:3e04:43a:9e00:8c9f:f409:f56a:2f0d | Action: KEY_CREATED | Details: Key: thekille***
[2026-05-25 13:26:46] IP: 2804:3e04:43a:9e00:8c9f:f409:f56a:2f0d | Action: LOGIN_SUCCESS | Details: Admin logged in from IP: 2804:3e04:43a:9e00:8c9f:f409:f56a:2f0d
[2026-05-25 13:34:35] IP: 2804:4e90:1917:bec0:73fc:9dfc:2f56:bb6e | Action: API_REQUEST | Details: Key: thekille***
[2026-05-25 13:34:35] IP: 2804:4e90:1917:bec0:73fc:9dfc:2f56:bb6e | Action: NEW_DEVICE | Details: Key: thekille*** - HWID: 8b72759779ec***
[2026-05-25 13:34:35] IP: 2804:4e90:1917:bec0:73fc:9dfc:2f56:bb6e | Action: API_SUCCESS | Details: Key: thekille***
[2026-05-25 15:38:20] IP: 45.177.33.93 | Action: API_REQUEST | Details: Key: grudinho***
[2026-05-25 15:38:20] IP: 45.177.33.93 | Action: API_SUCCESS | Details: Key: grudinho***
[2026-05-25 15:43:03] IP: 45.177.33.93 | Action: API_REQUEST | Details: Key: grudinho***
[2026-05-25 15:43:03] IP: 45.177.33.93 | Action: API_SUCCESS | Details: Key: grudinho***
[2026-05-25 15:43:55] IP: 45.177.33.93 | Action: API_REQUEST | Details: Key: grudinho***
[2026-05-25 15:43:55] IP: 45.177.33.93 | Action: API_SUCCESS | Details: Key: grudinho***
[2026-05-25 15:46:25] IP: 45.177.33.93 | Action: API_REQUEST | Details: Key: grudinho***
[2026-05-25 15:46:25] IP: 45.177.33.93 | Action: API_SUCCESS | Details: Key: grudinho***
[2026-05-25 16:16:12] IP: 2804:4e90:1917:bec0:73fc:9dfc:2f56:bb6e | Action: API_REQUEST | Details: Key: thekille***
[2026-05-25 16:16:12] IP: 2804:4e90:1917:bec0:73fc:9dfc:2f56:bb6e | Action: API_SUCCESS | Details: Key: thekille***
[2026-05-25 17:40:06] IP: 103.148.40.112 | Action: LOGIN_SUCCESS | Details: Admin logged in from IP: 103.148.40.112
[2026-05-25 17:40:42] IP: 103.148.40.112 | Action: KEY_CREATED | Details: Key: HEX123XY***
[2026-05-25 20:10:06] IP: 45.177.33.93 | Action: API_REQUEST | Details: Key: grudinho***
[2026-05-25 20:10:06] IP: 45.177.33.93 | Action: API_SUCCESS | Details: Key: grudinho***
[2026-05-25 20:12:42] IP: 45.177.33.93 | Action: API_REQUEST | Details: Key: grudinho***
[2026-05-25 20:12:42] IP: 45.177.33.93 | Action: API_SUCCESS | Details: Key: grudinho***
[2026-05-25 20:18:42] IP: 45.177.33.93 | Action: API_REQUEST | Details: Key: grudinho***
[2026-05-25 20:18:42] IP: 45.177.33.93 | Action: API_SUCCESS | Details: Key: grudinho***
[2026-05-25 21:08:10] IP: 45.177.33.93 | Action: API_REQUEST | Details: Key: grudinho***
[2026-05-25 21:08:10] IP: 45.177.33.93 | Action: API_SUCCESS | Details: Key: grudinho***
[2026-05-25 21:14:29] IP: 45.177.33.93 | Action: API_REQUEST | Details: Key: grudinho***
[2026-05-25 21:14:29] IP: 45.177.33.93 | Action: API_SUCCESS | Details: Key: grudinho***
[2026-05-25 21:45:54] IP: 45.177.33.93 | Action: API_REQUEST | Details: Key: grudinho***
[2026-05-25 21:45:54] IP: 45.177.33.93 | Action: API_SUCCESS | Details: Key: grudinho***
[2026-05-25 22:28:45] IP: 45.177.33.93 | Action: API_REQUEST | Details: Key: grudinho***
[2026-05-25 22:28:45] IP: 45.177.33.93 | Action: API_SUCCESS | Details: Key: grudinho***
[2026-05-25 23:13:32] IP: 45.177.33.93 | Action: API_REQUEST | Details: Key: grudinho***
[2026-05-25 23:13:32] IP: 45.177.33.93 | Action: API_SUCCESS | Details: Key: grudinho***
[2026-05-25 23:28:35] IP: 45.177.33.93 | Action: API_REQUEST | Details: Key: grudinho***
[2026-05-25 23:28:35] IP: 45.177.33.93 | Action: API_SUCCESS | Details: Key: grudinho***
[2026-05-25 23:34:11] IP: 45.177.33.93 | Action: API_REQUEST | Details: Key: grudinho***
[2026-05-25 23:34:11] IP: 45.177.33.93 | Action: API_SUCCESS | Details: Key: grudinho***
[2026-05-26 00:36:46] IP: 45.237.101.253 | Action: API_REQUEST | Details: Key: thekille***
[2026-05-26 00:36:46] IP: 45.237.101.253 | Action: API_SUCCESS | Details: Key: thekille***
[2026-05-26 03:58:25] IP: 170.231.134.159 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-26 03:58:25] IP: 170.231.134.159 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-26 06:28:49] IP: 170.231.134.159 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-26 06:28:49] IP: 170.231.134.159 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-26 06:31:13] IP: 170.231.134.159 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-26 06:31:13] IP: 170.231.134.159 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-26 06:32:18] IP: 170.231.134.159 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-26 06:32:18] IP: 170.231.134.159 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-26 06:33:06] IP: 170.231.134.159 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-26 06:33:06] IP: 170.231.134.159 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-26 07:10:24] IP: 2804:c2c:cf07:f577:5f55:3efa:6323:ebf1 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-26 07:10:24] IP: 2804:c2c:cf07:f577:5f55:3efa:6323:ebf1 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-26 08:19:55] IP: 2804:c2c:cf07:f577:5f55:3efa:6323:ebf1 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-26 08:19:55] IP: 2804:c2c:cf07:f577:5f55:3efa:6323:ebf1 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-26 08:20:48] IP: 2804:c2c:cf07:f577:5f55:3efa:6323:ebf1 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-26 08:20:48] IP: 2804:c2c:cf07:f577:5f55:3efa:6323:ebf1 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-26 10:11:05] IP: 2804:c2c:cf07:f577:64c6:fe1e:79f7:32d6 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-26 10:11:05] IP: 2804:c2c:cf07:f577:64c6:fe1e:79f7:32d6 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-26 12:52:00] IP: 2a09:bac5:3216:2541::3b6:4b | Action: LOGIN_FAILED | Details: Invalid password attempt from IP: 2a09:bac5:3216:2541::3b6:4b
[2026-05-26 12:52:06] IP: 2a09:bac5:3216:2541::3b6:4b | Action: LOGIN_FAILED | Details: Invalid password attempt from IP: 2a09:bac5:3216:2541::3b6:4b
[2026-05-26 12:52:36] IP: 2a09:bac5:3216:2541::3b6:4b | Action: LOGIN_SUCCESS | Details: Admin logged in from IP: 2a09:bac5:3216:2541::3b6:4b
[2026-05-26 12:53:18] IP: 2a09:bac5:3216:2541::3b6:4b | Action: KEY_CREATED | Details: Key: Jihadhas***
[2026-05-26 15:24:32] IP: 138.255.22.214 | Action: LOGIN_SUCCESS | Details: Admin logged in from IP: 138.255.22.214
[2026-05-26 15:24:54] IP: 138.255.22.214 | Action: KEY_CREATED | Details: Key: GH-BDHBW***
[2026-05-26 15:40:46] IP: 2804:d7c:fff1:46fa:127:61ad:83c1:c27d | Action: API_REQUEST | Details: Key: GH-BDHBW***
[2026-05-26 15:40:46] IP: 2804:d7c:fff1:46fa:127:61ad:83c1:c27d | Action: NEW_DEVICE | Details: Key: GH-BDHBW*** - HWID: 8b72759779ec***
[2026-05-26 15:40:46] IP: 2804:d7c:fff1:46fa:127:61ad:83c1:c27d | Action: API_SUCCESS | Details: Key: GH-BDHBW***
[2026-05-26 16:26:17] IP: 2804:d7c:fff1:46fa:127:61ad:83c1:c27d | Action: API_REQUEST | Details: Key: GH-BDHBW***
[2026-05-26 16:26:17] IP: 2804:d7c:fff1:46fa:127:61ad:83c1:c27d | Action: API_SUCCESS | Details: Key: GH-BDHBW***
[2026-05-26 18:12:32] IP: 138.255.22.214 | Action: LOGIN_FAILED | Details: Invalid password attempt from IP: 138.255.22.214
[2026-05-26 18:12:55] IP: 138.255.22.214 | Action: LOGIN_FAILED | Details: Invalid password attempt from IP: 138.255.22.214
[2026-05-26 18:13:46] IP: 138.255.22.214 | Action: LOGIN_FAILED | Details: Invalid password attempt from IP: 138.255.22.214
[2026-05-26 18:13:59] IP: 138.255.22.214 | Action: LOGIN_FAILED | Details: Invalid password attempt from IP: 138.255.22.214
[2026-05-26 18:14:13] IP: 138.255.22.214 | Action: LOGIN_FAILED | Details: Invalid password attempt from IP: 138.255.22.214
[2026-05-26 18:18:05] IP: 138.255.22.214 | Action: BRUTE_FORCE_BLOCKED | Details: IP: 138.255.22.214
[2026-05-26 18:18:40] IP: 138.255.22.214 | Action: BRUTE_FORCE_BLOCKED | Details: IP: 138.255.22.214
[2026-05-26 18:19:10] IP: 138.255.22.214 | Action: BRUTE_FORCE_BLOCKED | Details: IP: 138.255.22.214
[2026-05-26 18:19:32] IP: 138.255.22.214 | Action: BRUTE_FORCE_BLOCKED | Details: IP: 138.255.22.214
[2026-05-26 18:19:35] IP: 138.255.22.214 | Action: BRUTE_FORCE_BLOCKED | Details: IP: 138.255.22.214
[2026-05-26 18:20:07] IP: 138.255.22.214 | Action: BRUTE_FORCE_BLOCKED | Details: IP: 138.255.22.214
[2026-05-26 18:25:18] IP: 138.255.22.214 | Action: BRUTE_FORCE_BLOCKED | Details: IP: 138.255.22.214
[2026-05-26 18:26:42] IP: 138.255.22.214 | Action: BRUTE_FORCE_BLOCKED | Details: IP: 138.255.22.214
[2026-05-26 18:28:09] IP: 2804:3e04:43a:9e00:5aa5:ae4f:6fc5:5fa4 | Action: LOGIN_FAILED | Details: Invalid password attempt from IP: 2804:3e04:43a:9e00:5aa5:ae4f:6fc5:5fa4
[2026-05-26 18:28:57] IP: 2804:3e04:43a:9e00:5aa5:ae4f:6fc5:5fa4 | Action: LOGIN_SUCCESS | Details: Admin logged in from IP: 2804:3e04:43a:9e00:5aa5:ae4f:6fc5:5fa4
[2026-05-26 20:24:35] IP: 45.177.33.93 | Action: API_REQUEST | Details: Key: grudinho***
[2026-05-26 20:24:35] IP: 45.177.33.93 | Action: API_SUCCESS | Details: Key: grudinho***
[2026-05-26 20:38:50] IP: 2804:d7c:fff1:46fa:7480:9a28:2b6a:4dc7 | Action: API_REQUEST | Details: Key: GH-BDHBW***
[2026-05-26 20:38:50] IP: 2804:d7c:fff1:46fa:7480:9a28:2b6a:4dc7 | Action: API_SUCCESS | Details: Key: GH-BDHBW***
[2026-05-27 00:43:48] IP: 45.237.101.255 | Action: API_REQUEST | Details: Key: GH-BDHBW***
[2026-05-27 00:43:48] IP: 45.237.101.255 | Action: API_SUCCESS | Details: Key: GH-BDHBW***
[2026-05-27 00:55:08] IP: 138.255.22.214 | Action: LOGIN_SUCCESS | Details: Admin logged in from IP: 138.255.22.214
[2026-05-27 01:13:47] IP: 2804:3e04:43a:9e00:ed10:95b7:3f12:b3b2 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-27 01:13:47] IP: 2804:3e04:43a:9e00:ed10:95b7:3f12:b3b2 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-27 01:41:19] IP: 45.237.101.255 | Action: API_REQUEST | Details: Key: GH-BDHBW***
[2026-05-27 01:41:19] IP: 45.237.101.255 | Action: API_SUCCESS | Details: Key: GH-BDHBW***
[2026-05-27 01:47:50] IP: 45.237.101.255 | Action: API_REQUEST | Details: Key: GH-BDHBW***
[2026-05-27 01:47:50] IP: 45.237.101.255 | Action: API_SUCCESS | Details: Key: GH-BDHBW***
[2026-05-27 03:18:24] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-27 03:18:24] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-27 03:18:44] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-27 03:18:44] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-27 03:39:02] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-27 03:39:02] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-27 03:42:13] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-27 03:42:13] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-27 03:42:35] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-27 03:42:35] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-27 04:22:33] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-27 04:22:33] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-27 04:25:36] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-27 04:25:36] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-27 04:27:21] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-27 04:27:21] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-27 04:44:30] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-27 04:44:30] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-27 04:48:25] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-27 04:48:25] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_SUCCESS | Details: Key: ANTONIO***
[2026-05-27 04:48:45] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_REQUEST | Details: Key: ANTONIO***
[2026-05-27 04:48:45] IP: 2804:c2c:cf07:f577:545e:5e4:545a:f203 | Action: API_SUCCESS | Details: Key: ANTONIO***
